id,description,rating
COSC3103,"Python Programming Bootcamp introduces programming in a bootcamp style. This course covers algorithmic development using standard control structures, fundamental concepts of programming and creation of small to medium software applications. It will further extend your skills in testing and debugging programs, and in the use of appropriate software technologies. The course is delivered through a combination of self-learning material and face-to-face workshop sessions. The key concepts are introduced to you using interactive materials. Workshops are intended to facilitate and guide the learning process. This course is tightly linked to COSC3106/3107/3108 Python Programming Studio, which should be taken right after (within the same semester). Python Programming Studio offers an extensive opportunity to apply concepts and skills learnt in this course over a realistic programming project.",2.5625
COSC3046,"Web Programming Studio is an intermediate studio-based course that focuses on the further acquisition and development of technical and professional skills for IT. The studio-based approach provides an authentic problem setting. Theory and practice are blended in the application of learning centred on the development of web applications. In this course you will develop server-side programming principles, skills and practices for modern web design, development and deployment, continuing the study of design, development and testing from previous courses. These",2.55
ISYS1101,"Databases and the database technology are having a major impact on the growing use of computers. They play a critical role in almost all areas where computers are used. This course introduces you to advanced database design and implementation concepts, database design techniques, and efficient data management. It will extend the database concepts and design skills developed in database concepts course and introduces you to database indexing, database security, query optimisation, concurrency control and transaction management, stored procedures and triggers, database backup strategies, and non-relational databases.",2.6875
COSC1186,"The Computer Science and Information Technology course introduces techniques, algorithms and principles of interactive 3D computer graphics and animation, including graphics algorithms, the graphics pipeline and graphics programming. This course also prepares you for study in real-time rendering, realistic image synthesis, computer animation and game programming, which you study in more detail later in your program of learning.",2.825
COSC1135,"This course provides students with an advanced understanding of Object-Oriented software development with an emphasis on architecture and design and how this relates to programming and implementation. This course builds upon existing programming knowledge using Java as the implementation platform and assumes students already have a basic understanding of Java programming and basic OO concepts. Students will explore advanced OO concepts such as inheritance and polymorphism; abstract classes and interfaces; the Java Collection Framework (JCF), and generics/parameterized types. These topics will emphasise structural software quality evidenced through high cohesion and low coupling. This course will also cover Streams/Serialisation/Files and provide an introduction to parallel programming using threads. Students will also explore common OO design patterns such as MVC, Singleton and Facade and their application in User Interface Programming. This course serves as a pre-requisite for more specialized Java courses such as eCommerce, Web Services, Enterprise Architectures, and Mobile Application Development.",3.0
INTE2625,"Cybercrime universally causes harm to individuals, SMEs, primes, critical infrastructure systems, and governments. As we live in the Internet era, devices connected to the Internet can be exposed to cyber threats. Cyber assurance is vital for business continuity, security of our business processes, supply chain systems and the data systems.. Cyber security is a collection of methods used to protect the integrity of network components, applications, and data from unauthorised access, alteration, or deletion. Enterprises use both cyber security and physical security to protect against unauthorised access to data centres and other computerised systems. In this course, you will learn about cyber security practices and technologies to safeguard digital assets. Further, you will learn cyber security concepts, security design principles, concepts of risk-based cyber security, cryptography, principals of authentication, network security, cyber threats and mitigations strategies and legal/ethical aspects. You will particularly be able to discuss concepts of firewalls, cloud security, wireless network security, email/web security, intrusion detection and malicious software.",2.9
COSC2758,"Further Web Programming provides a range of enabling skills for independent development of small to medium-scale industry standard web applications. These skills will equip you to be ready for commercial development and to meet the demand of small to medium sized organisations such as start-ups, small businesses, and other ventures. Emphasis is placed on the processes, tools and frameworks required to develop applications for current and emerging web platforms. In addition, you will learn industry level development methodologies as well as selected software engineering patterns such as Event Driven Programming. Through practical work, you will encounter a variety of real-world scenarios.",2.81666666666667
COSC2471,"A Mac laptop or iMac is required to complete this course. Latest version of ‘Xcode’ will be used to develop applications. Current SWIFT and the Apple iOS SDK will be used as a basis for teaching programming techniques and design patterns related to the development of standalone applications and mobile portals to enterprise and m-commerce systems. Emphasis is placed on the processes, tools and frameworks required to develop applications for Apple iPhone and iPad Touch devices. You will work at all stages of the software development lifecycle from inception through to implementation and testing. In doing so, you will be required to consider the impact of user characteristics, device capabilities, networking infrastructure and deployment environment, to develop software capable of meeting the requirements of stakeholders. This is not a course about design principles for a mobile application, it is an advanced programming elective which requires you to have strong programming skills.",2.33333333333333
INTE2043,"Operating systems provide an interface between computer hardware and users the system, and computer software is reliant the services operating systems provide. This course introduces you to the theory of information technology in three main areas: computer architecture, operating systems, and data communications. You will be introduced to different sub-systems of operating systems. The relationship between computer hardware, software and operating systems will also be explored. Business Analysts are often called upon to provide connections between business managers and operational support personnel for ICT systems. To provide these connections, Business Analysts must have at least a basic understanding of the tasks that operations support perform. You will learn to present operational issues in ways that make sense to business managers.",1.9
INTE2687,"This course is designed to equip you with the knowledge and skills necessary to leverage discipline relevant technological tools and software to solve real-life problems. As the integration of digital technologies continues to increase in all industries and organisations, the ability to learn, adapt and apply new technologies is a key skill required. Through industry partnerships, you will explore discipline-specific software packages and tools, gain knowledge of their features, and build proficiency in applying them to analyse, interpret and communicate data and information efficiently, accurately and appropriately for your discipline.",2.30769230769231
ISYS1106,"This course serves to introduce the basic principles of management of Software Projects, including self-management as a team-member. It also is important for you to have an understanding of how industry works in relation to Projects and also in relation to IT Operations. This course aims to equip you with the essentials with which to enter the Industry. A major component of the course is the practical application of the knowledge gained from the theoretical content. The material covers a broad range of introductory IT concepts. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a simulated workplace context and where feedback from industry will be provided. Type of WIL activities involved: simulation of an industrial software engineering project.",2.17307692307692
BESC1121,"This course is one of two offered at first year level in a program of study accredited by Australian Psychological Accreditation Council (APAC) and will introduce you to four areas of psychology. These areas include individual differences, psychopathology, social psychology and cross-cultural psychology. Specific topics covered in this course will provide an introduction to psychology and its scientific nature; the theories of personality; the theories of psychological abnormality and classification of disorders; social psychological areas of social influence and pro-social behaviour; and the consideration of cultural differences as it applies to psychological theory and practice. Within this course, you will also be introduced to the basic elements of research methods.",2.78125
BUSM1321,"This course will give you the opportunity to undertake structured activities where you will apply your professional practice as an intrapreneur and become involved in authentic engagement with partner organisations that include industry feedback. The course will provide you with practical knowledge and experience in research, negotiating with project stakeholders, planning, and monitoring, controlling and delivering successful project outcomes. Persistence, innovativeness, team work, communication and leadership are integral to this course. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/or community is integral to your experience.",2.5
COSC2738,"The course gives you a set of practical skills for handling data that comes in a variety of formats and sizes, such as texts, spatial and time series data. These skills cover the data analysis lifecycle from initial access and acquisition, modeling, transformation, integration, querying, application of statistical learning and data mining methods, and presentation of results. This includes data wrangling, the process of converting raw data into a more useful form that can be subsequently analysed. The course is hands-on, using python.",2.9375
COSC1285,"The main objective of this course is for you to acquire the tools and techniques necessary to propose practical algorithmic solutions to real-world problems which still allow strong theoretical bounds on time and space usage. You will study a broad variety of important and useful algorithms and data structures in different areas of applications, and will concentrate on fundamental algorithms. You will spend a significant time on each algorithm to understand its essential characteristics and to respect its subtleties.",2.65
INTE2628,"Blockchain is a distributed ledger where we don't want to trust any designated, centralised authority to maintain the ledger, and every participant keeps a copy of the ledger while checking everyone else's changes to it. Blockchain is an emerging technology where valuable objects or information can be stored and shared in a secure manner. This course covers topics and technologies related to blockchain applications. Initially, we will discuss basic cryptographic and distributed systems concepts, as well as building blocks such as hash functions, digital signature, Merkle tree, consensus algorithms and incentive mechanisms that are essential to the understanding of blockchain applications. We will also explore different models of blockchain paradigms, the concepts of private and public blockchains. Later, we will focus on the practical applications of the blockchain technology. You will gain hands on experience on various features of popular blockchain platforms throughout the lectorials and workshop sessions. The paradigm of Smart Contracts will be thoroughly explored and deployed in various applications. Advanced modular concepts will also be used to facilitate development, deployment, and execution of distributed ledgers. You will also analyse various practical applications and identify the suitability of blockchain in those applications. Through step-by-step analysis of practical applications, you will learn to design and apply in real world scenarios. Different application scenarios from popular domains that leverage the blockchain technologies such as various supply-chain systems will be explained. The theoretical knowledge, practice-oriented workshops and industry focused assignments will help you to build your skills to develop standard Blockchain applications.",2.25
MATH2142,"The course will cover both extensions of univariate techniques such as estimation, hypothesis testing, and techniques unique to the multivariate setting such as the dimension reduction method of principal components analysis. Group structure in multivariate measurements will be explored with principal component analysis, factor analysis, discriminant analysis and cluster analysis. Skills will be developed with SAS, a leading statistical analysis software package. Please note that if you take this course for a bachelor honours program, your overall mark in this course will be one of the course marks that will be used to calculate the weighted average mark (WAM) that will determine your award level. See the WAM information web page for more information.",2.38888888888889
INTE2686,"In this course you will learn about a variety of low-entry high-impact tools which can be used to develop mixed reality applications. This will provide you with the skills and understanding required to apply these tools to create portfolios which can communicate your work. You will learn via a student-centred approach which uses a studio-based project along with the development of artefacts, presentations and reports. After completing the course, you will have gained analysis and problem-solving skills, an understanding and appreciation of the relevant technologies and an ability to communicate using language appropriate for these technologies.",2.86111111111111
COSC2276,"This course introduces you to the principles and practice of developing applications using C# programming language. Topics include the C# programming language, ASP.NET, REST API and security. What you will learn: Gain a solid architectural understanding of ASP.NET. Explore the entire ASP.NET Framework as a cohesive whole. See how ASP.NET and test-driven development work in action. Learn what's new in ASP.NET and how best to apply these new features to your own work. See how to create RESTful APIs.",2.75
BUSM2541,"In this course you will learn to critically examine psychological assumptions and biases and apply approaches for analysing and interpreting information. The course discusses the development of ‘what we think we know’ through discussion of critical media consumption, academic knowledge development and organisational construction of shared understandings. You will examine facts, opinions and the production of media, while developing your capacity to analyse and apply evidence-based approaches to evaluating and accepting information as knowledge. The course adopts an interdisciplinary approach to analyse organisations through different theoretical lenses. You will develop your organisational analysis and critical reasoning skills through the application and assessment of different perspectives to business case studies.",2.40384615384615
COSC3099,"The Apple Platform Project allows you to practice the full cycle of user research, design ideation, prototyping and development with a strong emphasis on interdisciplinary teamwork. You will have the opportunity to apply the knowledge and skills gained from the previous three courses in this minor to liaise with an industry partner to design and develop a digital solution that can help solve one or more of their pain points or problems. In doing so, you will gain practical understanding of how to develop a solution that has great UI and UX, as well as ensure that the solution is Accessible, supports Privacy, is secured and ethically sound. Upon completion of the course, you will have gained generic problem-solving skills, basic project management skills, and strong pitching and presentation skills. You will also gain deeper understanding of the core knowledge areas of human-centred design and development for Apple platform, and familiarity with some processes and tools for designing and developing for the Apple platform. This course includes a work integrated learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/ or community is integral to your experience. You will undertake an industry engaged project in a studio-based workshop environment. You will be assessed by RMIT staff. You will demonstrate the culmination of your learning experience of this Minor through presentation of your project to industry experts.",2.64285714285714
COSC2759,"Current modern software development processes divulge require software to be deployed across different platforms, either physical hardware or virtual cloud-based, under a variety of possible operating systems and environments. So-called Dev Ops are important members of Software Engineering teams and take responsibility for packaging a system into a “containers” that can be easily deployed into different environments. Moreover, requirements regarding scalability, security and other system qualities require decisions to be made regarding deployment configuration and architecture. This course introduces concepts related to system release management and deployment, as well as factors impacting operational decisions. The material will refer to modern SE processes and current software tools, including workflows for continuous deployment, tools such as Docker, and reference architectures for ensuring a variety of system qualities under different software environments. Students taking this course will be well versed in the concepts and toolkit required by the Dev Ops role.",2.40625
COSC2348,"In games studio 1 you will learn a common gaming language and environment, and key features of game design. You will also learn about game-based principles of usability. The language you choose will be based on your preferences; you may elect to learn a platform such as Minecraft or Roblox, or learn a game engine such as Unity. A studio-based project provides you with an environment in which you will be introduced to basic aspects of game design and development, with a strong emphasis on cross-disciplinary teamwork. Upon completion of the course, you will have gained generic problem solving skills, basic project management skills, an understanding of core knowledge areas of computer games design and development, and familiarity with some tools and tool chains for designing and developing games. You will be required to build a simple game level or a game modification, using a game engine, as a proof of concept. This course includes a work integrated learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/ or community is integral to your experience. You will undertake an industry engaged project in a studio-based workshop environment. You will be assessed by RMIT staff.",2.375
COSC3109,"This course introduces Object-Oriented programming using the Java programming language. This course covers: algorithm development using object oriented programming paradigm; the use of standard Java classes and interfaces; working with classes and objects, inheritance and polymorphism; the use of standard APIs; I/O processing; and programming style and code reuse. The focus of this course is developing appropriate classes and methods to solve real-world problems. Appropriate software engineering principles and concepts are also discussed in the context of object-oriented design in Java.",2.72222222222222
ISYS2421,"Databases are at the core of almost all information systems. This course introduces the key concepts involved in designing and building databases, within the context of business information systems. The course aims to equip you with the skills required to design and implement data based solutions for problems commonly found in business.",2.28571428571429
INTE1070,"The course is an introduction to secure e-commerce, focusing on the principles and concepts related to computer-based, electronic transactions. This course provides practical examples of how the security theories are applied in the digital world. Students will learn to effectively explain the key technical aspects of e-commerce application security. They will become fully aware of the primary threats that e-commerce applications face and will be provided with practical hands-on opportunities to execute various attacks and identify vulnerabilities within the system. Additionally, they will acquire the necessary knowledge and skills to utilize cutting-edge technologies essential for combating these attacks. If you are enrolled in this course as a component of your Bachelor Honours Program, your overall mark will contribute to the calculation of the weighted average mark (WAM). See the WAM information web page for more information.",2.64285714285714
COSC2408,"This course is designed to provide you with hands-on practical experience developing software and/or delivering IT solutions in a project environment. You will work in teams and complete projects from inception to implementation. The emphasis is on understanding and working within a corporate environment, using formal project and software delivery methodologies and integrating all the skills and knowledge that you have acquired into a solid base from which to progress your professional life. This course includes a work integrated learning (WIL) experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/ or community is integral to your experience.",1.9
COSC2536,"Security has become a focal area in IT; it has grown and evolved significantly in recent years and different areas of specialisation have emerged. This course gives an introduction to technical aspects of security for future IT professionals, and presents the foundations. It looks at fundamental cryptographic and security mechanisms used in various areas of networked applications and computing, including operating systems, databases and other relevant applications as well as modern privacy preserving systems. The course will also introduce the fundamental discussion involving fraud detection using Machine Learning. For computer systems that are used and relied upon in many areas of life, security has become an important aspect; availability and correct operation are essential. IT professionals working in the field need to be well acquainted with the security features of the tools and applications they use and produce. Protection of data regardless of the information they contain is a critical task, and requires expertise.",2.36363636363636
COSC2757,"By completing this foundation course, you will gain an overall understanding of Amazon Web Services (AWS) cloud computing concepts, independent of specific technical roles. It provides a detailed overview of cloud concepts, AWS core services, security, architecture, pricing, and support. This introductory course will help you to understand the architecture of AWS cloud services including basics of concepts such as AWS IAM, VPC, Elastic beanstalk, Storage services, Database services and security.",2.44444444444444
INTE2627,"Blockchain Technology Fundamentals is a comprehensive course designed to introduce students to the fundamental concepts and principles of blockchain technology. In today's digital age, blockchain is transforming the way businesses operate and changing traditional methods of handling data. Throughout the course, students will be taught the basic concepts of blockchain, including its structure, and applications, and data immutability. They will also gain a deep understanding of decentralized systems, hash, Merkle Tree, cryptography, and consensus algorithms that form the backbone of blockchain technology. Additionally, students will be introduced to the different types of blockchains, such as public, private, and permissioned, and how they are used in various industries. They will also learn about the roles of smart contracts in automating business processes. In this course, students will have the unique chance to delve into practical, real-world examples and analyze the significant role of blockchain in modern applications. Additionally, advanced topics of blockchain technology, including data retrieval (e.g. query) on the blockchain, Non-Fungible Tokens (NFT), quantum-resistant blockchain, Artificial Intelligence in blockchain, and emerging trends, will be covered. By the end of this course, students will have a solid understanding of the fundamentals of blockchain technology and its potential to revolutionize industries. They will be equipped with the knowledge to evaluate blockchain solutions and make informed decisions.",2.65384615384615
BIOL2146,"This course is intended as an introduction to life sciences at the molecular and cellular levels. This course is designed to provide you with fundamental knowledge in biochemistry and cell biology. It will teach you how cells and their component parts are structured and interact to allow organisms to carry out their basic functions. The course topics covered include: fundamentals of biochemistry including chemistry of life, macromolecules and molecular diversity; cellular bioenergetics and thermodynamics; membranes and movement of molecules; enzymes and enzyme regulation. This course then follows on to discuss origins of modern cell biology describing the Cell Theory, common characteristics of cell types, cell and membrane structure; organelle structures and functions; respiration, fermentation, photosynthesis, cell cycle, proliferation and programmed cell death and cell signalling and communication. A particular emphasis of this course is future work-oriented exploration and learning of latest practical laboratory methods and techniques used in modern laboratories working with biomolecules and cells.",2.88888888888889
BUSM4052,"After completing this course students should be able to develop an entrepreneurial idea based ona customer-centered approach to entrepreneurship. Students will have learned to apply tools and techniques to discover problems and needs, and to develop matching viable business models. Based on an evidence-based understanding to assumptions underlying the entrepreneurial model, students will be able to collect relevant customer segment data and analyse data in a decision-supporting way to build a viable and desirable business model. Students will have learned essentials to teamwork, leadership and project management and presentation skills.",2.09375
OENG1235,"The future of work is characterised by rapid technological, political, and social change. This course explores how these changes will impact your life and your future jobs. You'll learn how technology, society, governments, and global trends drive changes in the future of work. The curriculum includes interactive learning activities and case studies, bringing concepts to life via stories from alumni, students, and industry leaders. You'll learn about leadership, management, and resilience in STEM, as well as problem-solving and design skills for innovation. Thought-provoking assessments and engaging workshops will allow you to apply your learning. Whether you're a collaborator or leader in innovation, this course helps prepare you for a dynamic career in an ever-changing world.",2.5
COSC2384,"This course extends your understanding of computer networking. It deepens your knowledge of Routing Protocols and introduces you to switched networks. You will develop skills in the Command Line Interface configuration of switches, port security, VLANs, VTP and inter-VLAN routing as well switch security,routing and MLS. It deepens your knowledge of wireless networks and also Wide Area Networks with emphasis on directly connected serial links, PPP authentication and redundancies technologies. You will develop skills in the configuration of advanced IP addressing techniques and the implementation of Access Control Lists. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a simulated workplace context and where feedback from industry and/or community is integral to your experience.",2.64285714285714
BUSM3125,"This course explores the process and practice of contemporary business strategy in diverse contexts, through its interconnected nature of strategic issues. The course focuses on three distinct elements underpinning contemporary strategic conditions and issues. A practical template for analysing strategic situations is explored and applied: strategic position, strategic choices, and strategy in action. This approach provides a comprehensive and integrated framework to select essential concepts and techniques to provide the basis for influential strategy recommendations.",2.11363636363636
COSC3106,"Python Programming Studio is a studio-based course that focuses on the acquisition and development of fundamental technical and professional skills for computing. The studio-based approach provides an authentic problem setting. Theory and practice are blended in the application of learning centred on development. In Python Programming Studio, you will explore how to build software, through learning how to build a simple fully functional data-driven website. You will learn about fundamental concepts in User-Centred Design (UX/UI) and Database Systems Design that explore the front-end-to-back-end of software development. You will integrate theory and practice across these concepts together in the Studio Project. This course includes a work integrated learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/ or community is integral to your experience.",2.28571428571429
COSC2829,"By completing this course, you will gain an overall understanding of fundamentals of building IT infrastructure on AWS. The course is designed to teach solutions architects how to optimise their use of the AWS Cloud by understanding AWS services and how they fit into cloud-based solutions. Throughout the course, you will explore case studies that showcase how some AWS customers have designed their infrastructures and the strategies and services that they have implemented. Finally, this course provides opportunities for you to build a variety of infrastructures through a guided, hands-on approach.",2.53571428571429
MATH2204,"This course provides you with a working knowledge of forecasting methods. Techniques in univariate forecasting using exponential smoothing, regression methods for time series data, stationary and non-stationary time series models for seasonal and non-seasonal time series data and model selection procedures are covered. The emphasis is on methods and the analysis of time series data using the R statistical software. Please note that if you take this course for a bachelor honours program, your overall mark in this course will be one of the course marks that will be used to calculate the weighted average mark (WAM) that will determine your award level. (This applies to students who commence enrolment in a bachelor or honours program from 1 January 2016 onwards. See the WAM information web page for more information.)",2.5
COSC2385,"This course introduces you to computer networking, particularly Local Area Networking. You will learn fundamental computer networking terms, concepts and components, IP address and subnetting. You will develop skills in basic network configuration (wired and wireless), routing protocols (static and dynamic), switched networks, security, and troubleshooting. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a simulated workplace context and where feedback from industry and/or community is integral to your experience.",2.52272727272727
COSC2960,"This course introduces the foundations of Artificial Intelligence (AI) tailored to students from a range of health, science, technology, engineering, and math disciplines. AI is a branch of computer science devoted to developing intelligent hardware and software systems. Applications of AI are now widespread in the world of work. It is therefore increasingly important for all health, science, technology, engineering, and math disciplines graduates to have an understanding of the foundations and applications of the field of AI relevant to their own discipline. This course will also challenge you to consider the impact and ethics of AI on your future profession and society.",2.125
COSC2825,"AWS Academy Cloud Operations is designed to prepare participants to pursue entry-level DevOps, support, and cloud operations roles. It will also help prepare you to take the AWS SysOps Administrator –Associate exam. The course will show you how to create automatable and repeatable deployments of networks and systems on AWS and covers specific AWS features and tools related to configuration and deployment. With case studies and demonstrations, you will learn how some AWS customers design their infrastructures and implement various strategies and services. You will also have the opportunity to build a variety of infrastructures via guided, hands-on activities.",2.575
